ATF	1.0
31	41
"Checksum_ImageFile=9af1db4c0f1930d680dfd2d4245ca79b"
"Checksum_ResultFile=f22e1e59b8203700516803ce3223a004"
"Type=Mapix Results 2"
"DateTime=2021/04/15 19:23:11"
"ConfigFile="
"GalFile=L:\RPPA Service\Platform_Projects\2021-02-09_JPL_CoV-Array-7\64 pad grid.gal"
"PixelSize=5"
"Wavelengths=785, 670"
"ImageFiles=L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA0133_12860-V2 A01-D12_IgA_785\Joseph_2021-04-15_19h22m59_5µm_785nmGain000.tif, L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA01161_FastGreen\Joseph_2021-04-06_14h19m00_5µm.tif"
"GrinddingParameters=Find mode = Grid + Blocks + Spots | Max. diameter (% Dth) = 200.0 | Min. diameter (% Dth) = 50.0 | Max position offset (% pitch) = 30"
"QuantificationParameter=S/B border width (pixels) = 2.0 | Background diameter (pitch) = 2.0"
"JpegImage=L:\RPPA Service\Platform_Projects\2021-03-24_JPL_CoV-Array-9\RPPA0133_12860-V2 A01-D12_IgA_785\Joseph_2021-04-15_19h22m59_5µm_785nmGain000.jpg"
"RatioFormulations=W2/W1 (670/785)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"Normalization=None"
"ImageOrigin=3680, 2560"
"ImageSize=17760.0, 71040.0"
"JpegOrigin=4615, 2705"
"JpegBrightness=30"
"JpegContrast=79"
"JpegBalance=28"
"Creator=Mapix 9.0.0"
"Scanner=ir710IVD IR0H8_IVD 717045"
"Temperature=32.8"
"Comment="
"Velocity=35 l/s"
"LaserPower=20.0, 5.0"
"PMTGain=0, 10"
"BatchFilename=L:\RPPA Service\InnooScan\Batch methods\CoV_Array image_processing.mbt"
"Block"	"Column"	"Row"	"X"	"Y"	"Dia."	"Flags"	"ID"	"F670 Median - B670"	"F670 Mean - B670"	"F670 Total Intensity"	"F785 Mean"	"F785 Median"	"F785 SD"	"F785 |log Mean/Median|"	"F785 CV"	"B785"	"B785 Mean"	"B785 Median"	"B785 SD"	"B785 |log Mean/Median|"	"B785 CV"	"% > B785+1SD"	"% > B785+2SD"	"F785 % Sat."	"F785 Median - B785"	"F785 Mean - B785"	"F785 Total Intensity"	"SNR 785"	"ExcludedMean 785"	"ExcludedMedian 785"	"Ratio of Medians (670/785)"	"Ratio of Means (670/785)"	"Median of Ratios (670/785)"	"Mean of Ratios (670/785)"	"Ratios SD (670/785)"	"Sum of Medians (670/785)"	"Sum of Means (670/785)"	"Log Ratio (670/785)"	"Rgn Ratio (670/785)"	"Rgn R2 (670/785)"
1	1	6	4822.00	4405.00	138.80	0	Spot (Block1, Row6, Column1)	45478.00	42166.16	32294052.00	114.87	84.00	82.22	0.14	0.72	75.00	89.84	75.00	66.35	0.08	0.74	15.00	9.00	0.00	9.00	39.87	59617.00	0.38	149.44	87.00	5053.11	1057.62	0.00	0.00	0.00	45487.00	42206.02	12.30	0.30	0.09
1	2	6	5129.00	4398.00	119.40	0	Spot (Block1, Row6, Column2)	46303.50	44639.63	23887912.00	69.51	66.00	13.54	0.02	0.19	75.00	86.58	75.00	58.48	0.06	0.68	0.00	0.00	0.00	-9.00	-5.49	25997.00	-0.29	75.39	70.00	-5144.83	-8132.11	0.00	0.00	0.00	46294.50	44634.14	100000.00	0.53	0.28
1	3	6	5400.00	4400.00	141.00	0	Spot (Block1, Row6, Column3)	45744.00	44780.91	34804532.00	77.60	77.00	8.81	0.00	0.11	76.00	77.87	76.00	14.27	0.01	0.18	7.00	0.00	0.00	1.00	1.60	41824.00	-0.02	83.83	82.00	45744.00	28066.12	0.00	0.00	0.00	45745.00	44782.50	15.48	0.60	0.36
1	4	6	5728.00	4411.00	153.45	0	Spot (Block1, Row6, Column4)	43711.50	42040.52	41128800.00	72.23	71.00	8.26	0.01	0.11	76.00	76.41	76.00	12.98	0.00	0.17	2.00	0.00	0.00	-5.00	-3.77	46516.00	-0.32	76.86	75.50	-8742.30	-11150.78	0.00	0.00	0.00	43706.50	42036.75	100000.00	0.53	0.28
1	5	6	6025.00	4411.00	143.75	0	Spot (Block1, Row6, Column5)	42495.00	41527.07	36674396.00	99.04	85.00	39.62	0.07	0.40	78.00	83.71	78.00	32.31	0.03	0.39	19.00	10.00	0.00	7.00	21.04	56255.00	0.47	117.71	83.00	6070.71	1973.67	0.00	0.00	0.00	42502.00	41548.11	12.57	0.20	0.04
1	6	6	6313.00	4404.00	136.40	0	Spot (Block1, Row6, Column6)	45297.00	43574.86	31970472.00	84.23	81.00	13.11	0.02	0.16	78.00	83.68	78.00	30.74	0.03	0.37	6.00	0.00	0.00	3.00	6.23	42197.00	0.02	80.22	78.00	15099.00	6999.36	0.00	0.00	0.00	45300.00	43581.09	13.88	0.60	0.36
1	7	6	6623.00	4407.00	147.70	0	Spot (Block1, Row6, Column7)	45685.00	45188.69	39088592.00	74.08	74.00	7.87	0.00	0.11	78.00	78.69	78.00	12.66	0.00	0.16	3.00	0.00	0.00	-4.00	-3.92	44523.00	-0.36	76.69	76.00	-11421.25	-11532.22	0.00	0.00	0.00	45681.00	45184.77	100000.00	0.36	0.13
1	8	6	6933.00	4409.00	143.65	0	Spot (Block1, Row6, Column8)	44911.00	44471.50	36649072.00	103.65	88.00	38.04	0.07	0.37	79.00	92.68	79.00	59.08	0.07	0.64	19.00	0.00	0.00	9.00	24.65	58354.00	0.19	98.88	79.00	4990.11	1804.24	0.00	0.00	0.00	44920.00	44496.15	12.28	0.19	0.03
1	1	7	4820.00	4700.00	139.95	0	Spot (Block1, Row7, Column1)	38494.50	36399.83	29779452.00	81.63	81.00	10.69	0.00	0.13	74.00	74.20	74.00	11.61	0.00	0.16	34.00	8.00	0.00	7.00	7.63	43263.00	0.64	84.31	83.00	5499.21	4771.68	0.00	0.00	0.00	38501.50	36407.46	12.43	0.92	0.84
1	2	7	5121.00	4707.00	137.35	0	Spot (Block1, Row7, Column2)	46788.50	45879.88	33088956.00	71.40	71.00	5.86	0.00	0.08	75.00	75.37	75.00	10.73	0.00	0.14	1.00	0.00	0.00	-4.00	-3.60	36559.00	-0.37	72.84	73.00	-11697.12	-12759.64	0.00	0.00	0.00	46784.50	45876.29	100000.00	0.58	0.34
1	3	7	5410.00	4710.00	155.20	0	Spot (Block1, Row7, Column3)	24115.50	25506.68	29867312.00	75.63	76.00	9.53	0.00	0.13	74.00	74.06	74.00	9.53	0.00	0.13	23.00	0.00	0.00	2.00	1.63	50367.00	0.16	74.74	74.00	12057.75	15685.52	0.00	0.00	0.00	24117.50	25508.31	13.56	0.98	0.96
1	4	7	5724.00	4706.00	137.40	0	Spot (Block1, Row7, Column4)	44128.00	40980.74	31880368.00	67.16	68.00	9.06	0.01	0.13	76.00	76.82	76.00	14.88	0.00	0.19	0.00	0.00	0.00	-8.00	-8.84	34321.00	-0.65	68.68	69.50	-5516.00	-4638.13	0.00	0.00	0.00	44120.00	40971.91	100000.00	0.81	0.65
1	5	7	6023.00	4709.00	148.65	0	Spot (Block1, Row7, Column5)	43195.00	42759.89	39255576.00	85.32	84.00	10.48	0.01	0.12	77.00	76.88	77.00	11.08	0.00	0.14	32.00	10.00	0.00	7.00	8.32	51447.00	0.76	85.20	84.00	6170.71	5140.40	0.00	0.00	0.00	43202.00	42768.21	12.59	0.33	0.11
1	6	7	6322.00	4707.00	143.25	0	Spot (Block1, Row7, Column6)	35087.00	33932.73	30093796.00	85.74	87.00	11.24	0.01	0.13	77.00	98.03	77.00	95.96	0.10	0.98	0.00	0.00	0.00	10.00	8.74	47499.00	-0.13	81.74	81.00	3508.70	3883.23	0.00	0.00	0.00	35097.00	33941.47	11.78	0.96	0.92
1	7	7	6630.00	4704.00	151.95	0	Spot (Block1, Row7, Column7)	35624.00	34399.88	34208704.00	82.53	81.00	11.12	0.01	0.13	76.00	80.48	76.00	38.35	0.02	0.48	0.00	0.00	0.00	5.00	6.53	52242.00	0.05	79.74	76.50	7124.80	5267.32	0.00	0.00	0.00	35629.00	34406.41	12.80	0.90	0.80
1	8	7	6918.00	4706.00	147.00	-50	Spot (Block1, Row7, Column8)	-722.00	-719.49	11060555.00	125.69	87.00	97.48	0.16	0.78	77.00	87.11	77.00	57.66	0.05	0.66	17.00	12.00	0.00	10.00	48.69	73781.00	0.67	151.94	81.00	-72.20	-14.78	1.85	1.92	0.31	-712.00	-670.79	100000.00	0.76	0.58
1	1	8	4815.00	5007.00	163.35	0	Spot (Block1, Row8, Column1)	46299.00	44714.11	47195648.00	82.03	80.00	13.58	0.01	0.17	72.00	73.22	72.00	11.24	0.01	0.15	43.00	19.00	0.00	8.00	10.03	60539.00	0.78	80.56	77.00	5787.38	4457.52	0.00	0.00	0.00	46307.00	44724.14	12.50	0.56	0.31
1	2	8	5115.00	5002.00	137.70	0	Spot (Block1, Row8, Column2)	47367.50	45023.64	32354100.00	75.55	77.00	9.70	0.01	0.13	74.00	74.66	74.00	11.39	0.00	0.15	13.00	0.00	0.00	3.00	1.55	38683.00	0.08	73.17	74.00	15789.17	28996.36	0.00	0.00	0.00	47370.50	45025.19	13.95	0.83	0.68
1	3	8	5427.00	5007.00	134.55	0	Spot (Block1, Row8, Column3)	46540.00	46468.91	31684760.00	70.78	72.00	11.31	0.01	0.16	76.00	76.10	76.00	10.17	0.00	0.13	6.00	0.00	0.00	-4.00	-5.22	34256.00	-0.52	75.98	78.00	-11635.00	-8896.74	0.00	0.00	0.00	46536.00	46463.69	100000.00	0.29	0.08
1	4	8	5712.00	5008.00	177.50	0	Spot (Block1, Row8, Column4)	45032.00	44634.64	57712572.00	85.99	78.00	28.42	0.04	0.33	75.00	76.71	75.00	14.49	0.01	0.19	23.00	15.00	0.00	3.00	10.99	76188.00	0.64	93.32	81.00	15010.67	4061.03	0.00	0.00	0.00	45035.00	44645.63	13.87	0.17	0.03
1	5	8	6000.00	5005.00	144.05	0	Spot (Block1, Row8, Column5)	44810.00	44155.34	36592812.00	85.69	87.00	11.67	0.01	0.14	76.00	77.59	76.00	14.27	0.01	0.18	35.00	3.00	0.00	11.00	9.69	48329.00	0.57	81.83	84.00	4073.64	4556.93	0.00	0.00	0.00	44821.00	44165.03	11.99	0.67	0.45
1	6	8	6322.00	5005.00	148.60	0	Spot (Block1, Row8, Column6)	45345.00	44746.49	39351856.00	172.96	90.00	170.65	0.28	0.99	75.00	95.01	75.00	95.04	0.10	1.00	23.00	19.00	0.00	15.00	97.96	104816.00	0.82	193.10	84.50	3023.00	456.77	86.87	85.82	0.04	45360.00	44844.45	11.56	0.13	0.02
1	7	8	6603.00	5014.00	151.55	0	Spot (Block1, Row8, Column7)	46218.00	46041.80	40980336.00	71.40	72.00	9.24	0.00	0.13	74.00	92.33	74.00	92.55	0.10	1.00	0.00	0.00	0.00	-2.00	-2.60	44766.00	-0.23	75.56	75.50	-23109.00	-17688.88	0.00	0.00	0.00	46216.00	46039.20	100000.00	0.34	0.12
1	8	8	6902.00	5010.00	151.95	0	Spot (Block1, Row8, Column8)	46636.50	46245.95	41432248.00	78.05	80.00	10.67	0.01	0.14	75.00	75.35	75.00	10.97	0.00	0.15	22.00	1.00	0.00	5.00	3.05	49637.00	0.25	81.66	82.00	9327.30	15184.51	0.00	0.00	0.00	46641.50	46249.00	13.19	0.46	0.21
2	1	1	9335.00	2915.00	170.00	0	Spot (Block2, Row1, Column1)	45872.00	45776.29	52286532.00	268.45	105.00	266.61	0.41	0.99	78.00	109.12	78.00	133.88	0.15	1.23	33.00	31.00	0.00	27.00	190.45	214490.00	1.19	227.38	81.00	1698.96	240.36	76.20	75.12	0.08	45899.00	45966.73	10.73	0.07	0.00
2	2	1	9627.00	2908.00	133.35	0	Spot (Block2, Row1, Column2)	46215.50	40640.45	28481152.00	74.15	75.00	7.91	0.00	0.11	81.00	102.14	81.00	113.14	0.10	1.11	0.00	0.00	0.00	-6.00	-6.85	35223.00	-0.25	70.70	75.00	-7702.58	-5936.11	0.00	0.00	0.00	46209.50	40633.60	100000.00	0.88	0.77
2	3	1	9925.00	2911.00	136.65	0	Spot (Block2, Row1, Column3)	47335.50	47190.69	32826120.00	81.41	81.00	9.12	0.00	0.11	79.00	78.45	79.00	11.41	0.00	0.15	16.00	0.00	0.00	2.00	2.41	40869.00	0.26	80.33	83.00	23667.75	19562.10	0.00	0.00	0.00	47337.50	47193.11	14.53	0.24	0.06
2	4	1	10226.00	2906.00	134.10	0	Spot (Block2, Row1, Column4)	48370.00	46914.16	31014528.00	70.40	71.00	8.69	0.00	0.12	79.00	79.09	79.00	12.07	0.00	0.15	0.00	0.00	0.00	-8.00	-8.60	34076.00	-0.72	71.65	73.00	-6046.25	-5458.28	0.00	0.00	0.00	48362.00	46905.56	100000.00	0.73	0.53
2	5	1	10517.00	2904.00	141.15	0	Spot (Block2, Row1, Column5)	49182.00	49181.09	35388688.00	86.00	86.00	8.62	0.00	0.10	82.00	82.89	82.00	13.59	0.00	0.16	12.00	0.00	0.00	4.00	4.00	46438.00	0.23	85.98	87.00	12295.50	12306.66	0.00	0.00	0.00	49186.00	49185.08	13.59	0.15	0.02
2	6	1	10805.00	2908.00	137.85	0	Spot (Block2, Row1, Column6)	49232.00	42964.32	30404344.00	75.43	76.00	8.93	0.00	0.12	82.00	82.38	82.00	11.84	0.00	0.14	2.00	0.00	0.00	-6.00	-6.57	38695.00	-0.59	77.40	78.00	-8205.33	-6538.32	0.00	0.00	0.00	49226.00	42957.75	100000.00	0.86	0.73
2	7	1	11102.00	2914.00	136.95	0	Spot (Block2, Row1, Column7)	49385.00	46257.57	31952908.00	82.73	86.00	13.41	0.02	0.16	79.00	78.51	79.00	11.29	0.00	0.14	32.00	3.00	0.00	7.00	3.73	42359.00	0.37	83.75	85.00	7055.00	12393.45	0.00	0.00	0.00	49392.00	46261.30	12.78	0.90	0.80
2	8	1	11424.00	2901.00	151.65	0	Spot (Block2, Row1, Column8)	49573.00	49564.41	41413064.00	795.99	184.00	839.94	0.64	1.06	82.00	171.17	82.00	381.02	0.32	2.23	44.00	41.00	0.00	102.00	713.99	503065.00	1.64	587.07	106.00	486.01	69.42	32.44	34.92	0.15	49675.00	50278.39	8.92	0.04	0.00
2	1	2	9317.00	3208.00	220.65	0	Spot (Block2, Row2, Column1)	12382.00	13196.02	45045680.00	69.57	70.00	11.42	0.00	0.16	76.00	75.65	76.00	9.69	0.00	0.13	6.00	1.00	0.00	-6.00	-6.43	97255.00	-0.63	73.27	74.00	-2063.67	-2051.38	0.00	0.00	0.00	12376.00	13189.59	100000.00	0.95	0.91
2	2	2	9622.00	3207.00	155.65	0	Spot (Block2, Row2, Column2)	47298.00	46478.00	42971156.00	81.73	81.00	8.20	0.00	0.10	78.00	77.18	78.00	9.99	0.00	0.13	23.00	4.00	0.00	3.00	3.73	54271.00	0.46	78.09	77.00	15766.00	12449.12	0.00	0.00	0.00	47301.00	46481.73	13.94	0.41	0.17
2	3	2	9910.00	3201.00	132.85	0	Spot (Block2, Row2, Column3)	48443.50	48123.28	30781588.00	74.46	72.00	14.20	0.01	0.19	79.00	78.83	79.00	11.13	0.00	0.14	16.00	2.00	0.00	-7.00	-4.54	35147.00	-0.39	77.93	79.50	-6920.50	-10609.15	0.00	0.00	0.00	48436.50	48118.75	100000.00	0.40	0.16
2	4	2	10224.00	3206.00	143.80	0	Spot (Block2, Row2, Column4)	49182.00	43434.46	33839960.00	75.52	77.00	8.13	0.01	0.11	78.00	78.22	78.00	11.87	0.00	0.15	3.00	0.00	0.00	-1.00	-2.48	42745.00	-0.23	75.55	76.00	-49182.00	-17522.39	0.00	0.00	0.00	49181.00	43431.98	100000.00	0.91	0.82
2	5	2	10521.00	3204.00	157.65	0	Spot (Block2, Row2, Column5)	11842.00	12634.94	19387508.00	96.31	95.00	11.53	0.01	0.12	81.00	82.88	81.00	13.14	0.01	0.16	51.00	19.00	0.00	14.00	15.31	65973.00	1.02	96.17	99.00	845.86	825.22	0.00	0.00	0.00	11856.00	12650.25	9.72	0.90	0.81
2	6	2	10823.00	3206.00	139.65	0	Spot (Block2, Row2, Column6)	50247.00	50092.54	34586580.00	87.51	88.00	9.76	0.00	0.11	81.00	87.61	81.00	24.99	0.03	0.29	2.00	0.00	0.00	7.00	6.51	46292.00	-0.00	81.78	82.00	7178.14	7696.47	0.00	0.00	0.00	50254.00	50099.05	12.81	0.32	0.11
2	7	2	11118.00	3205.00	138.75	0	Spot (Block2, Row2, Column7)	50444.00	49079.80	33369068.00	72.93	72.00	14.71	0.01	0.20	81.00	81.87	81.00	16.74	0.00	0.20	4.00	0.00	0.00	-9.00	-8.07	37923.00	-0.53	71.86	73.00	-5604.89	-6080.89	0.00	0.00	0.00	50435.00	49071.73	100000.00	0.56	0.31
2	8	2	11412.00	3202.00	243.75	0	Spot (Block2, Row2, Column8)	26031.00	28354.16	73477616.00	80.99	81.00	10.52	0.00	0.13	82.00	82.54	82.00	12.96	0.00	0.16	9.00	0.00	0.00	-1.00	-1.01	138010.00	-0.12	77.57	78.00	-26031.00	-28123.08	0.00	0.00	0.00	26030.00	28353.15	100000.00	0.94	0.88
2	1	3	9329.00	3507.00	153.00	0	Spot (Block2, Row3, Column1)	47170.00	46898.34	41899448.00	77.12	77.00	9.52	0.00	0.12	75.00	75.25	75.00	10.42	0.00	0.14	21.00	2.00	0.00	2.00	2.12	49509.00	0.18	74.27	74.00	23585.00	22155.08	0.00	0.00	0.00	47172.00	46900.46	14.53	0.31	0.10
2	2	3	9630.00	3507.00	133.85	0	Spot (Block2, Row3, Column2)	48321.00	44408.21	29455612.00	87.15	86.00	9.04	0.01	0.10	76.00	76.08	76.00	10.14	0.00	0.13	47.00	17.00	0.00	10.00	11.15	41657.00	1.09	81.41	82.00	4832.10	3983.32	0.00	0.00	0.00	48331.00	44419.36	12.24	0.73	0.53
2	3	3	9904.00	3504.00	139.10	0	Spot (Block2, Row3, Column3)	8916.00	9377.67	13109750.00	80.17	80.00	9.21	0.00	0.11	78.00	78.45	78.00	11.80	0.00	0.15	16.00	0.00	0.00	2.00	2.17	41767.00	0.15	79.94	78.00	4458.00	4327.52	0.00	0.00	0.00	8918.00	9379.83	12.12	0.97	0.95
2	4	3	10221.00	3507.00	139.20	0	Spot (Block2, Row3, Column4)	50712.00	46878.98	32455480.00	82.64	81.00	10.73	0.01	0.13	77.00	77.23	77.00	11.86	0.00	0.15	25.00	7.00	0.00	4.00	5.64	43470.00	0.46	75.79	75.00	12678.00	8308.07	0.00	0.00	0.00	50716.00	46884.62	13.63	0.73	0.53
2	5	3	10523.00	3505.00	130.95	0	Spot (Block2, Row3, Column5)	50854.00	49463.39	29442468.00	76.32	77.00	12.91	0.00	0.17	79.00	80.04	79.00	12.36	0.01	0.15	12.00	1.00	0.00	-2.00	-2.68	35030.00	-0.30	79.08	77.00	-25427.00	-18443.31	0.00	0.00	0.00	50852.00	49460.71	100000.00	0.62	0.39
2	6	3	10817.00	3505.00	140.30	0	Spot (Block2, Row3, Column6)	33409.50	33661.20	25631924.00	105.54	89.00	38.46	0.07	0.36	82.00	89.77	82.00	26.03	0.04	0.29	35.00	26.00	0.00	7.00	23.54	56145.00	0.61	103.03	80.50	4772.79	1430.22	0.00	0.00	0.00	33416.50	33684.73	12.22	0.96	0.91
2	7	3	11121.00	3511.00	134.65	0	Spot (Block2, Row3, Column7)	51275.00	46306.27	29374832.00	83.14	82.00	9.65	0.01	0.12	80.00	85.17	80.00	22.64	0.03	0.27	0.00	0.00	0.00	2.00	3.14	40325.00	-0.09	80.88	81.00	25637.50	14726.90	0.00	0.00	0.00	51277.00	46309.41	14.65	0.82	0.67
2	8	3	11418.00	3503.00	141.35	0	Spot (Block2, Row3, Column8)	45034.00	41563.40	30046204.00	90.17	91.00	10.01	0.00	0.11	80.00	81.44	80.00	13.52	0.01	0.17	41.00	2.00	0.00	11.00	10.17	48964.00	0.65	82.87	80.00	4094.00	4085.61	0.00	0.00	0.00	45045.00	41573.57	12.00	0.96	0.92
2	1	4	9318.00	3805.00	137.75	0	Spot (Block2, Row4, Column1)	47760.00	46964.13	33276164.00	82.42	81.00	11.01	0.01	0.13	75.00	75.23	75.00	11.04	0.00	0.15	35.00	10.00	0.00	6.00	7.42	42366.00	0.65	76.68	76.00	7960.00	6325.88	0.00	0.00	0.00	47766.00	46971.56	12.96	0.51	0.26
2	2	4	9616.00	3804.00	148.65	0	Spot (Block2, Row4, Column2)	22928.00	22210.22	23384212.00	84.12	84.00	10.24	0.00	0.12	76.00	78.49	76.00	17.80	0.01	0.23	18.00	0.00	0.00	8.00	8.12	50640.00	0.32	80.13	80.00	2866.00	2735.38	0.00	0.00	0.00	22936.00	22218.34	11.48	0.98	0.97
2	3	4	9913.00	3804.00	143.25	0	Spot (Block2, Row4, Column3)	50395.00	50378.29	36690540.00	86.77	87.00	13.74	0.00	0.16	77.00	78.58	77.00	14.76	0.01	0.19	35.00	10.00	0.00	10.00	9.77	48592.00	0.55	82.11	78.00	5039.50	5155.67	0.00	0.00	0.00	50405.00	50388.05	12.30	0.12	0.01
2	4	4	10209.00	3806.00	143.55	0	Spot (Block2, Row4, Column4)	51385.00	49738.43	35969480.00	81.43	81.00	8.96	0.00	0.11	77.00	77.61	77.00	12.67	0.00	0.16	19.00	0.00	0.00	4.00	4.43	45844.00	0.30	76.29	76.00	12846.25	11232.55	0.00	0.00	0.00	51389.00	49742.86	13.65	0.70	0.49
2	5	4	10536.00	3805.00	207.40	0	Spot (Block2, Row4, Column5)	2314.00	3150.92	20935012.00	72.69	72.00	10.86	0.00	0.15	77.00	77.42	77.00	12.00	0.00	0.16	7.00	0.00	0.00	-5.00	-4.31	88615.00	-0.39	74.70	76.00	-462.80	-731.89	0.00	0.00	0.00	2309.00	3146.62	100000.00	0.57	0.32
2	6	4	10824.00	3809.00	175.00	0	Spot (Block2, Row4, Column6)	42635.00	42013.13	48173288.00	89.81	79.00	25.85	0.06	0.29	77.00	79.88	77.00	17.69	0.02	0.22	34.00	22.00	0.00	2.00	12.81	77237.00	0.56	88.43	76.00	21317.50	3279.59	0.00	0.00	0.00	42637.00	42025.94	14.38	0.86	0.73
2	7	4	11123.00	3800.00	144.15	0	Spot (Block2, Row4, Column7)	29169.50	29468.87	24592608.00	77.17	76.00	10.41	0.01	0.13	78.00	87.01	78.00	33.87	0.05	0.39	0.00	0.00	0.00	-2.00	-0.83	43988.00	-0.29	78.22	77.00	-14584.75	-35587.34	0.00	0.00	0.00	29167.50	29468.04	100000.00	0.98	0.97
2	8	4	11415.00	3804.00	136.20	0	Spot (Block2, Row4, Column8)	52338.00	47601.88	30460444.00	82.73	82.00	10.81	0.00	0.13	78.00	80.32	78.00	22.05	0.01	0.27	5.00	0.00	0.00	4.00	4.73	41449.00	0.11	86.36	86.00	13084.50	10058.43	0.00	0.00	0.00	52342.00	47606.61	13.68	0.79	0.62
2	1	5	9330.00	4110.00	136.40	0	Spot (Block2, Row5, Column1)	48484.00	48456.62	32754052.00	78.31	77.00	10.38	0.01	0.13	77.00	81.94	77.00	20.88	0.03	0.25	3.00	0.00	0.00	0.00	1.31	39154.00	-0.17	81.01	80.00	100000.00	37046.38	0.00	0.00	0.00	48484.00	48457.93	100000.00	0.18	0.03
2	2	5	9613.00	4101.00	141.30	0	Spot (Block2, Row5, Column2)	49112.00	47479.05	34699084.00	90.42	85.00	18.80	0.03	0.21	80.00	86.10	80.00	24.39	0.03	0.28	14.00	4.00	0.00	5.00	10.42	49097.00	0.18	95.49	85.00	9822.40	4557.39	0.00	0.00	0.00	49117.00	47489.46	13.26	0.40	0.16
2	3	5	9920.00	4105.00	156.90	0	Spot (Block2, Row5, Column3)	50142.00	47525.07	42470084.00	91.59	93.00	14.34	0.01	0.16	80.00	82.38	80.00	19.76	0.01	0.24	33.00	0.00	0.00	13.00	11.59	61821.00	0.47	85.22	81.00	3857.08	4101.70	0.00	0.00	0.00	50155.00	47536.65	11.91	0.59	0.34
2	4	5	10221.00	4105.00	142.40	0	Spot (Block2, Row5, Column4)	51321.00	51283.05	36154664.00	76.74	76.00	8.70	0.00	0.11	77.00	77.51	77.00	12.26	0.00	0.16	7.00	0.00	0.00	-1.00	-0.26	42358.00	-0.06	79.44	78.00	-51321.00	-193889.80	0.00	0.00	0.00	51320.00	51282.78	100000.00	0.15	0.02
2	5	5	10523.00	4106.00	141.35	0	Spot (Block2, Row5, Column5)	51516.00	51474.90	35497980.00	78.19	79.00	11.30	0.00	0.14	77.00	77.11	77.00	11.14	0.00	0.14	19.00	0.00	0.00	2.00	1.19	42378.00	0.10	84.14	85.00	25758.00	43321.95	0.00	0.00	0.00	51518.00	51476.09	14.65	0.14	0.02
2	6	5	10818.00	4104.00	139.15	0	Spot (Block2, Row5, Column6)	51439.00	49158.16	32955664.00	78.44	78.00	7.81	0.00	0.10	75.00	75.05	75.00	12.10	0.00	0.16	13.00	0.00	0.00	3.00	3.44	40865.00	0.28	74.63	74.00	17146.33	14308.05	0.00	0.00	0.00	51442.00	49161.60	14.07	0.69	0.48
2	7	5	11122.00	4102.00	157.45	0	Spot (Block2, Row5, Column7)	52033.00	49127.25	42964060.00	120.79	90.50	56.94	0.13	0.47	76.00	82.86	76.00	32.57	0.04	0.39	39.00	33.00	0.00	14.50	44.79	82863.00	1.16	116.70	85.00	3588.48	1096.80	0.00	0.00	0.00	52047.50	49172.04	11.81	0.37	0.14
2	8	5	11426.00	4109.00	137.20	0	Spot (Block2, Row5, Column8)	52507.00	52503.72	32962700.00	88.60	88.00	11.19	0.00	0.13	80.00	84.69	80.00	27.87	0.02	0.33	3.00	0.00	0.00	8.00	8.60	44568.00	0.14	88.52	89.00	6563.38	6101.98	0.00	0.00	0.00	52515.00	52512.32	12.68	0.09	0.01
2	1	6	9318.00	4405.00	137.95	0	Spot (Block2, Row6, Column1)	48811.00	44114.34	31331964.00	103.06	96.00	29.04	0.03	0.28	78.00	82.92	78.00	21.32	0.03	0.26	45.00	28.00	0.00	18.00	25.06	53075.00	0.94	92.64	83.00	2711.72	1760.47	0.00	0.00	0.00	48829.00	44139.39	11.40	0.75	0.56
2	2	6	9612.00	4409.00	116.10	0	Spot (Block2, Row6, Column2)	49534.00	44778.09	21637432.00	94.68	84.00	32.14	0.05	0.34	79.00	85.02	79.00	22.98	0.03	0.27	36.00	21.00	0.00	5.00	15.68	33706.00	0.42	96.50	79.00	9906.80	2855.79	0.00	0.00	0.00	49539.00	44793.77	13.27	0.71	0.50
2	3	6	9899.00	4401.00	138.40	0	Spot (Block2, Row6, Column3)	49933.00	47878.82	32883308.00	82.80	82.00	9.15	0.00	0.11	77.00	80.26	77.00	17.91	0.02	0.22	12.00	0.00	0.00	5.00	5.80	42888.00	0.14	84.06	84.00	9986.60	8261.57	0.00	0.00	0.00	49938.00	47884.61	13.29	0.67	0.44
2	4	6	10223.00	4406.00	140.05	0	Spot (Block2, Row6, Column4)	50631.00	50484.00	34721296.00	76.18	76.00	6.84	0.00	0.09	77.00	76.85	77.00	10.77	0.00	0.14	3.00	0.00	0.00	-1.00	-0.82	40450.00	-0.06	75.98	78.00	-50631.00	-61343.28	0.00	0.00	0.00	50630.00	50483.17	100000.00	0.34	0.11
2	5	6	10523.00	4407.00	135.65	0	Spot (Block2, Row6, Column5)	51011.00	50943.49	32472112.00	79.02	79.00	9.21	0.00	0.12	76.00	76.90	76.00	10.91	0.01	0.14	21.00	2.00	0.00	3.00	3.02	39192.00	0.19	72.55	75.00	17003.67	16890.36	0.00	0.00	0.00	51014.00	50946.50	14.05	0.23	0.05
