antigen	block	intercept	slope	antigen_number	display_order	product_code	lot_number	slide_name	sample_plate	immunoglobulin	gain_normalised_intensity
RBD-B.1.351	44	23.72788688	2.492148916	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	148.3353327
RBD-B.1.351	45	20.55908855	3.984884496	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	219.8033133
RBD-B.1.351	46	22.84318371	2.72607601	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	159.1469842
RBD-B.1.351	47	23.20624824	2.599947897	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	153.2036431
RBD-B.1.351	48	21.36545021	3.06665512	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	174.6982062
RBD-B.1.351	49	21.95360842	3.344193124	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	189.1632646
RBD-B.1.351	50	33.87226806	1.947012737	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	131.2229049
RBD-B.1.351	51	23.2710749	2.67971067	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	157.2566084
RBD-B.1.351	52	21.11948639	3.11103265	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	176.6711189
RBD-B.1.351	53	26.54924139	7.814049184	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	417.2517006
RBD-B.1.351	54	24.83727269	7.599544064	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	404.8144759
RBD-B.1.351	55	25.20705136	6.137919667	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	332.1030347
RBD-B.1.351	56	21.11948639	3.11103265	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	176.6711189
RBD-B.1.351	57	21.20733834	3.09259684	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	175.8371803
RBD-B.1.351	58	23.76297014	2.467457746	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	147.1358575
RBD-B.1.351	59	23.79682991	2.473922652	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	147.4929625
RBD-B.1.351	60	21.11948639	3.11103265	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	176.6711189
RBD-B.1.351	61	20.70417312	3.251425145	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	183.2754304
RBD-B.1.351	62	21.12043661	3.110967616	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	176.6688174
RBD-B.1.351	63	21.11948639	3.11103265	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	176.6711189
RBD-B.1.351	64	21.11953115	3.111029587	19	19	SPD-C52Hp	4368-211MF1-V4	IgA_2	Sample_Plate_1	IgA	176.6710105
BSA-bkg	1	2.311386946	0.035102148	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	4.066494324
BSA-bkg	2	13.53960072	0.950234474	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	61.05132441
BSA-bkg	3	1.617163269	0.013369908	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	2.285658686
BSA-bkg	4	3.269692843	0.983903812	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	52.46488345
BSA-bkg	5	8.65472555	2.433933206	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	130.3513858
BSA-bkg	6	21.16451307	2.702492231	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	156.2891246
BSA-bkg	7	3.445091896	-0.024084692	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	2.240857318
BSA-bkg	8	4.372408667	3.158610448	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	162.302931
BSA-bkg	9	9.124336526	4.880070543	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	253.1278637
BSA-bkg	10	2.275518397	3.93282528	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	198.9167824
BSA-bkg	11	1.908884655	0.065086689	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	5.163219088
BSA-bkg	12	6.210756697	0.747721188	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	43.59681608
BSA-bkg	13	3.618966391	0.385462995	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	22.89211616
BSA-bkg	14	31.37182194	7.848194302	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	423.781537
BSA-bkg	15	1.735610955	0.22092646	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	12.78193396
BSA-bkg	16	6.227069141	0.359057193	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	24.1799288
BSA-bkg	17	11.03927244	4.972326632	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	259.655604
BSA-bkg	18	4.646353134	2.95094698	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	152.1937022
BSA-bkg	19	1.854669849	0.031821023	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	3.445720988
BSA-bkg	20	3.734689205	0.779948776	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	42.73212799
BSA-bkg	21	3.137948004	1.586756137	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	82.47575487
BSA-bkg	22	10.6201788	3.819351178	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	201.5877377
BSA-bkg	23	8.000482902	2.939645235	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	154.9827447
BSA-bkg	24	13.19448124	3.232693118	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	174.8291371
BSA-bkg	25	11.28401556	6.170766601	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	319.8223456
BSA-bkg	26	24.25811031	6.851637463	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	366.8399835
BSA-bkg	27	6.586413553	8.092288814	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	411.2008543
BSA-bkg	28	24.2866643	4.141459338	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	231.3596312
BSA-bkg	29	5.48761802	2.106349921	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	110.8051141
BSA-bkg	30	1.800299636	1.515319406	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	77.56626995
BSA-bkg	31	6.021988975	4.369739813	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	224.5089796
BSA-bkg	32	16.50096925	2.473878431	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	140.1948908
BSA-bkg	33	8.069961459	2.100044549	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	113.0721889
BSA-bkg	34	-9.691469235	7.548117262	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	367.7143939
BSA-bkg	35	4.644304314	5.028160532	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	256.0523309
BSA-bkg	36	23.80226626	5.180683143	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	282.8364234
BSA-bkg	37	7.644140304	1.64377336	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	89.8328083
BSA-bkg	38	13.72478643	5.679372991	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	297.693436
BSA-bkg	39	-0.198773554	1.243847527	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	61.99360277
BSA-bkg	40	14.31491641	2.850136836	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	156.8217582
BSA-bkg	41	3.269933265	2.156096826	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	111.0747746
BSA-bkg	42	0.730015292	2.595379313	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	130.4989809
BSA-bkg	43	0.853157621	1.684387161	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	85.07251566
BSA-bkg	44	6.016088378	0.480184777	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	30.02532723
BSA-bkg	45	3.636208781	0.970825993	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	52.17750842
BSA-bkg	46	5.965771802	0.818633923	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	46.89746794
BSA-bkg	47	1.608394659	0.914711489	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	47.34396909
BSA-bkg	48	8.761763872	1.715630156	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	94.54327167
BSA-bkg	49	-1.135030104	5.772039207	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	287.4669303
BSA-bkg	50	16.21072637	3.811269553	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	206.774204
BSA-bkg	51	5.143704823	3.270535257	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	168.6704677
BSA-bkg	52	1.175360245	-0.008549089	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	0.747905789
BSA-bkg	53	6.901726016	2.395893898	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	126.6964209
BSA-bkg	54	6.282391408	3.04628895	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	158.5968389
BSA-bkg	55	3.15267183	2.847276977	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	145.5165207
BSA-bkg	56	2.083828486	-0.011795601	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	1.494048416
BSA-bkg	57	1.986882306	0.525334511	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	28.25360786
BSA-bkg	58	4.240648742	0.461525133	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	27.31690537
BSA-bkg	59	1.066052642	0.640429863	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	33.08754578
BSA-bkg	60	10.53457708	-0.162152084	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	2.42697287
BSA-bkg	61	2.689291442	-0.053917973	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	-0.006607223
BSA-bkg	62	1.972162808	-0.048093579	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	-0.432516155
BSA-bkg	63	3.448054511	-0.063772446	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	0.259432222
BSA-bkg	64	7.724527147	-0.054724898	20	20	NA	NA	IgA_2	Sample_Plate_1	IgA	4.988282261
S1	1	81.93283843	15.25855525	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	844.8606008
S1	2	-1.632167504	2.302013791	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	113.4685221
S1	3	49.65515984	15.75530882	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	837.4206009
S1	4	8.182240376	3.61529591	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	188.9470359
S1	5	89.04854204	24.76187741	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	1327.142413
S1	6	93.48766322	28.88526933	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	1537.75113
S1	7	-1.22932241	2.367129477	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	117.1271514
S1	8	7.491750793	2.099502319	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	112.4668668
S1	9	124.7515788	38.08168719	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	2028.835938
S1	10	1.281611632	3.511851106	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	176.8741669
S1	11	-1.355016343	1.314673962	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	64.37868175
S1	12	17.45537709	9.902925429	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	512.6016485
S1	13	4.673633244	4.064346737	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	207.8909701
S1	14	146.325522	166.0048558	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	8446.568313
S1	15	11.6392714	4.236309312	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	223.454737
S1	16	109.4393618	19.42584866	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	1080.731795
S1	17	49.46290264	15.27230369	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	813.0780872
S1	18	203.6829123	71.96088374	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	3801.7271
S1	19	3.880121785	2.033530945	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	105.556669
S1	20	206.6523143	34.00679511	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	1906.99207
S1	21	1.601877351	1.586263541	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	80.91505439
S1	22	147.4386228	138.3931531	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	7067.09628
S1	23	221.3792829	54.3813206	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	2940.445313
S1	24	455.2105857	88.85456616	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	4897.938894
S1	25	316.8426711	74.16048475	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	4024.866908
S1	26	-224.7213726	396.0021457	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	19575.38591
S1	27	-4.044541754	1.437879782	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	67.84944735
S1	28	489.2411579	87.63780009	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	4871.131162
S1	29	187.3262182	43.97908631	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	2386.280534
S1	30	19.00757701	5.581526239	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	298.0838889
S1	31	32.95262377	6.53306129	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	359.6056883
S1	32	9.349945217	2.796720582	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	149.1859743
S1	33	4.678930032	3.284040474	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	168.8809537
S1	34	5066.842071	1303.191028	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	70226.39349
S1	35	11.33896627	3.814486664	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	202.0632995
S1	36	446.4877451	78.00045986	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	4346.510738
S1	37	50.66197526	11.98312044	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	649.8179974
S1	38	1454.550534	742.9891382	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	38604.00745
S1	39	4.277372792	2.703418071	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	139.4482763
S1	40	156.019228	29.52305212	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	1632.171834
S1	41	78.18862772	22.44056518	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	1200.216887
S1	42	229.5898037	51.76809605	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	2817.994606
S1	43	3.771110608	3.065763691	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	157.0592952
S1	44	6.110986709	2.211602687	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	116.6911211
S1	45	2.11985971	2.190075558	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	111.6236376
S1	46	1.773531656	2.885014053	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	146.0242343
S1	47	15.93310685	5.182401379	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	275.0531758
S1	48	6.033670186	1.772873574	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	94.67734888
S1	49	16.18389458	3.902447379	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	211.3062636
S1	50	9.509623041	4.226850883	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	220.8521672
S1	51	8.113420874	2.683688369	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	142.2978393
S1	52	-5.433923543	1.400316527	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	64.58190281
S1	53	119.5593455	38.79177594	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	2059.148142
S1	54	103.4296973	45.74746213	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	2390.802804
S1	55	140.7148667	32.59870669	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	1770.650201
S1	56	-4.179723084	1.441569582	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	67.89875604
S1	57	6.118913318	1.698475057	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	91.04266616
S1	58	2.60352271	2.475066882	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	126.3568668
S1	59	3.519615434	2.017748425	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	104.4070367
S1	60	-4.040237762	1.398591861	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	65.88935527
S1	61	-5.503181446	1.417311462	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	65.36239163
S1	62	-3.718294439	1.400425814	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	66.30299625
S1	63	-3.62894476	1.39745973	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	66.24404172
S1	64	-5.12132898	1.393165216	1	1	40591-V08B1	NA	IgA_3	Sample_Plate_1	IgA	64.53693184
S2	1	175.9343584	31.59814656	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	1755.841687
S2	2	18.42179369	4.792242795	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	258.0339334
S2	3	524.9018196	120.6804833	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	6558.925984
S2	4	24.21185769	7.012677132	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	374.8457143
S2	5	356.1327579	74.93612908	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	4102.939212
S2	6	136.1921516	25.05991277	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	1389.18779
S2	7	67.69266152	15.03474825	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	819.430074
S2	8	40.94670756	7.246843245	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	403.2888698
S2	9	527.6986085	130.8492221	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	7070.159711
S2	10	44.38748857	10.56513832	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	572.6444046
S2	11	6.747477607	3.707740692	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	192.1345122
S2	12	72.62715928	12.81018162	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	713.1362403
S2	13	300.9542982	59.60621305	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	3281.264951
S2	14	705.1349755	332.7299184	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	17341.63089
S2	15	472.7199492	91.17285412	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	5031.362655
S2	16	111.9011101	23.83451632	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	1303.626926
S2	17	873.0195058	183.8121041	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	10063.62471
S2	18	47.05987917	7.325403504	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	413.3300544
S2	19	28.53085585	6.326531508	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	344.8574313
S2	20	137.9155677	20.85063895	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	1180.447515
S2	21	11.39631682	3.638726926	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	193.3326631
S2	22	324.7590327	70.85570061	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	3867.544063
S2	23	182.2101481	38.24902773	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	2094.661535
S2	24	427.7930157	79.27821357	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	4391.703694
S2	25	9798.489089	2841.185878	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	151857.783
S2	26	357.6370637	88.14728835	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	4765.001481
S2	27	4.082239211	1.784039809	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	93.28422967
S2	28	650.5875493	142.577444	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	7779.459751
S2	29	631.8807213	134.6676162	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	7365.26153
S2	30	17.86550554	5.178984683	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	276.8147397
S2	31	123.4092741	23.0467415	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	1275.746349
S2	32	35.35970973	6.465098214	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	358.6146204
S2	33	27.70079113	5.047721476	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	280.0868649
S2	34	1080.136858	539.4610063	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	28053.18717
S2	35	39.64430773	8.682077183	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	473.7481669
S2	36	2458.576307	1267.19116	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	65818.1343
S2	37	905.5317979	240.7485398	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	12942.95879
S2	38	331.8786181	62.1775264	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	3440.754938
S2	39	11.33645658	3.712000107	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	196.9364619
S2	40	620.8299658	133.1927846	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	7280.469195
S2	41	142.5273921	24.02838782	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	1343.946783
S2	42	162.6992691	26.11979031	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	1468.688785
S2	43	3.30757787	1.722006936	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	89.40792468
S2	44	21.4985092	4.071281767	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	225.0625975
S2	45	17.36951187	3.477679867	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	191.2535052
S2	46	61.34483925	10.49835529	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	586.2626039
S2	47	104.9988921	16.14379367	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	912.1885756
S2	48	55.52628819	16.67408902	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	889.2307392
S2	49	37.02082189	5.734190804	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	323.7303621
S2	50	23.36519383	5.5654324	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	301.6368138
S2	51	15.62644425	6.067561813	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	319.0045349
S2	52	-1.016552587	1.958303443	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	96.89861956
S2	53	297.8369544	49.06914668	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	2751.294289
S2	54	319.0090795	61.31361645	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	3384.689902
S2	55	266.9814452	49.09396175	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	2721.679533
S2	56	-1.415291713	1.963452943	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	96.75735545
S2	57	55.82553773	7.296209172	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	420.6359963
S2	58	48.13054171	8.893129726	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	492.787028
S2	59	49.83006597	9.210715801	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	510.365856
S2	60	3.94963915	1.930431165	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	100.4711974
S2	61	3.821639622	1.932443406	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	100.4438099
S2	62	3.396551672	1.939938628	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	100.3934831
S2	63	-3.493371004	1.822869321	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	87.65009507
S2	64	3.270800592	1.941509807	2	2	S2N-C52H5	P3840b-2087F1-T7	IgA_3	Sample_Plate_1	IgA	100.346291
RBD	1	67.47042086	14.02886728	3	3	SPD-C52H3	C497P1-207AF1-TJ	IgA_3	Sample_Plate_1	IgA	768.9137849
RBD	2	16.24314137	3.933302049	3	3	SPD-C52H3	C497P1-207AF1-TJ	IgA_3	Sample_Plate_1	IgA	212.9082438
RBD	3	147.6710122	32.30697001	3	3	SPD-C52H3	C497P1-207AF1-TJ	IgA_3	Sample_Plate_1	IgA	1763.019513
RBD	4	37.34955645	5.514768923	3	3	SPD-C52H3	C497P1-207AF1-TJ	IgA_3	Sample_Plate_1	IgA	313.0880026
RBD	5	102.9539127	27.28433214	3	3	SPD-C52H3	C497P1-207AF1-TJ	IgA_3	Sample_Plate_1	IgA	1467.17052
RBD	6	100.4959281	30.63768426	3	3	SPD-C52H3	C497P1-207AF1-TJ	IgA_3	Sample_Plate_1	IgA	1632.380141
RBD	7	20.91090546	3.173610526	3	3	SPD-C52H3	C497P1-207AF1-TJ	IgA_3	Sample_Plate_1	IgA	179.5914317
